model,ad_title,year,km,color,price,ad_date,location,city
                        1.4 Comfortline,    OTOVİLLA DAN 102 BİN KM DE,2009,102000.0,                    Siyah,48750.0,2019-12-28,                        KocaeliGebze,Kocaeli
                        1.4 Chrome Edition,    HATASIZ POLO SAHİBİNDEN,2013,86000.0,                    Beyaz,81750.0,2019-12-28,                        AntalyaKumluca,Antalya
                        1.4 TDi Comfortline,    VOLKSWAGEN POLO 1.4 TDİ COMFORTLİNE OTOMATİK,2016,110000.0,                    Beyaz,91500.0,2019-12-28,                        İstanbulEsenyurt,İstanbul
                        1.2 Trendline,    ORJINAL ARAÇ ARAYANLARA SAHİBİNDEN HATASIZ,2012,87020.0,                    Beyaz,66500.0,2019-12-28,                        AydınSöke,Aydın
                        1.2 TSI Comfortline,    YÖRÜKLER OTOMOTİV 2015 1.2 TSİ COMFORTLİNE KAZASIZ TEMİZZ MAKYAJ,2015,95000.0,                    Beyaz,72000.0,2019-12-28,                        MersinTarsus,Mersin
                        1.0 TSI Highline ,    CAM TAVAN OTOMATİK VİTES KIRMIZI HİGHLİNE POLO,2017,88000.0,                    Kırmızı,127500.0,2019-12-28,                        İstanbulGaziosmanpaşa,İstanbul
                        1.4 Comfortline,    Sahibinden Temiz Bakımlı Polo,2014,86000.0,                    Beyaz,70000.0,2019-12-28,                        İstanbulBeylikdüzü,İstanbul
                        1.2 TDi Trendline,    sahibinden temiz garaj arabası,2014,103000.0,                    Beyaz,64000.0,2019-12-28,                        İstanbulKartal,İstanbul
                        1.4 Comfortline,    kazasız boyasız hasar kayıtsız garaj arabasi son 10 gün,2010,110000.0,                    Beyaz,68000.0,2019-12-29,                        İstanbulKartal,İstanbul
                        1.4 TDi Comfortline,    2016 POLO 1.4 TDİ COMFORTLİNE OTOMATİK,2016,105000.0,                    Beyaz,106500.0,2019-12-29,                        BursaOsmangazi,Bursa
                        1.4 TDi Comfortline,    DÜZEN AUTO AUTOPİA 4 ADET 2016 1.4 TDİ DSG COMFORTLİNE MTV DAHİL,2016,90000.0,                    Beyaz,103000.0,2019-12-29,                        İstanbulBeylikdüzü,İstanbul
                        1.6 Comfortline Classic,    1998 POLO 1.6 100 BG SEDAN 99 KM KLİMALI İLK EL BAKIMLI,1998,99000.0,                    Yeşil,28500.0,2019-12-29,                        AmasyaMerzifon,Amasya
                        1.4 TDi Trendline,    2016 model 1.4 tdi trendline polo 89400 km,2016,89400.0,                    Beyaz,79000.0,2019-12-29,                        İstanbulÜsküdar,İstanbul
                        1.6 TDi Comfortline,    VW POLO 2011 HATASIZ BOYASIZ 113.000 KM,2011,113000.0,                    Beyaz,75500.0,2019-12-29,                        OsmaniyeDüziçi,Osmaniye
                        1.4 Comfortline,    MASRAFSIZ EKSTRALI SAHIBINDEN,2014,102000.0,                    Siyah,69750.0,2019-12-29,                        İstanbulAtaşehir,İstanbul
                        1.4 Comfortline,    2011 Polo 1.4 COMFORTLİNE- BENZİNLİ-KAZASIZ VE DEĞİŞENSİZ,2011,100000.0,                    Beyaz,70800.0,2019-12-29,                        KırşehirMerkez,Kırşehir
                        1.2 TSI Comfortline,    2016 OTOMATİK Vw POLO 1.2 TSİ COMFORTLİNE KIRMIZI ORJİNAL,2016,115000.0,                    Kırmızı,93500.0,2019-12-29,                        İstanbulMaltepe,İstanbul
                        1.4 TDi Comfortline,    HAN OTOMOTİV EDİRNE DE DİZEL OTOMATİK POLO,2015,102000.0,                    Beyaz,88500.0,2019-12-29,                        EdirneMerkez,Edirne
                        1.2 TDi BlueMotion,    RK MOTORS TAN HATASIZ BOYASIZ,2013,119000.0,                    Siyah,66500.0,2019-12-29,                        AntalyaManavgat,Antalya
                        1.4 Trendline,    109.000'KM VW POLO 1.4 TRENDLINE 75HP SIFIR AYARINDA,2004,109000.0,                    Füme,44500.0,2019-12-29,                        ZonguldakMerkez,Zonguldak
                        1.4 TDi Comfortline,    memurdan 2016 otomotik polo dizel dsg,2016,111000.0,                    Beyaz,98000.0,2019-12-29,                        AydınKuşadası,Aydın
                        1.6 TDi Comfortline,    aracım satılık,2013,100000.0,                    Beyaz,93500.0,2019-12-29,                        TekirdağKapaklı,Tekirdağ
                        1.4 Comfortline,    HATASIZ CAM TAVAN POLO 6R,2012,87700.0,                    Beyaz,91200.0,2019-12-30,                        İzmirBuca,İzmir
                        1.4 TDi Trendline,"    c.tesiye kadar opsiyonlu. HATASIZ, KAZASIZ, BOYASIZ, DEĞİŞENSİZ",2007,119000.0,                    Gri,52000.0,2019-12-30,                        İzmirKarşıyaka,İzmir
                        1.2 TSI Comfortline,    SAHIBINDEN DEGISENSIZ KAZASIZ,2015,117000.0,                    Siyah,100000.0,2019-12-30,                        AntalyaKepez,Antalya
                        1.4 Comfortline,    2010 model polo. 102 favori,2010,115000.0,                    Siyah,44500.0,2019-12-30,                        MalatyaYeşilyurt,Malatya
                        1.2 TSI Comfortline,    *0 FAİZ KAMPANYASI İLE*_2014 MODEL VW POLO 1.2 TSİ COMFORTLİNE,2014,96645.0,                    Beyaz,103500.0,2019-12-30,                        AnkaraÇankaya,Ankara
                        1.2 TSI Comfortline,    MOTTO GARAGE 2015 VOLKSWAGEN POLO 1.2TSI 40. YIL PAKETİ,2015,93000.0,                    Beyaz,70000.0,2019-12-30,                        İzmirGaziemir,İzmir
                        1.4 TDi Trendline,    2015 EKSTRALI VOLKSWAGEN POLO 1.4TDİ,2015,108000.0,                    Beyaz,85250.0,2019-12-30,                        AntalyaDöşemealtı,Antalya
                        1.4 TDi Comfortline,    YETKİLİ SERVİS BAKIMLI DIZEL OTOMATIK POLO,2016,94900.0,                    Beyaz,88900.0,2019-12-30,                        İstanbulKadıköy,İstanbul
                        1.4 Comfortline,    SAHİBİNDEN TEMİZ 1.4 POLO,2011,102500.0,                    Siyah,69000.0,2019-12-30,                        AfyonkarahisarMerkez,Afyonkarahisar
                        1.4 TDi Comfortline,    Temiz Otomatik Dizel 2015 Polo,2015,90000.0,                    Beyaz,95000.0,2019-12-30,                        İstanbulÇekmeköy,İstanbul
                        1.6 TDi Comfortline,    YETKİLİ BAYİDEN 2014 VW POLO 1.6 TDİ 97 BİN KM'DE COMFORTLİNE..,2014,97000.0,                    Siyah,77500.0,2019-12-30,                        UşakMerkez,Uşak
                        1.6 TDi Comfortline,    acil satılık ihtiyaçtan,2011,92000.0,                    Beyaz,85000.0,2019-12-30,                        İstanbulDiğer,İstanbul
                        1.2 TDi Trendline,    kapora alındı sahibinden tertemiz 2014 polo,2014,100000.0,                    Beyaz,64000.0,2019-12-30,                        İstanbulÜmraniye,İstanbul
                        1.2 TDi Trendline,    Alicisina hayirli olsun..,2013,106000.0,                    Beyaz,52850.0,2019-12-30,                        İstanbulAvcılar,İstanbul
                        1.4 Trendline,    2006 Otomotik Wv Polo 97000 km,2006,97000.0,                    Gümüş Gri,62500.0,2019-12-30,                        ErzurumPalandöken,Erzurum
                        1.4 TDi Comfortline,    2016 MODEL 85.000 KM' DE SERVİS BAKIMLI WW POLO,2016,85000.0,                    Beyaz,96750.0,2019-12-30,                        İstanbulEsenyurt,İstanbul
                        1.4 TDi Comfortline,    YENİ SAHİBİNE HAYIRLI OLSUN.......,2016,119000.0,                    Beyaz,97500.0,2019-12-30,                        OsmaniyeMerkez,Osmaniye
                        1.2 TDi Trendline,    HALİM OTOMOTİV...2012 VOLKSWAGEN POLO 1.2TDI TRENDLİNE HATASIZ,2012,104000.0,                    Gümüş Gri,67000.0,2019-12-30,                        BursaOsmangazi,Bursa
                        1.4 Comfortline,    SAHİBİNDEN 1.4 LPGLİ OTOMATİK COMFORTLİNE POLO,2012,104500.0,                    Beyaz,84250.0,2019-12-30,                        AnkaraKeçiören,Ankara
                        1.4 TSI GTi,    FORGED R POLO GTI 250-300 HP,2012,86720.0,                    Beyaz,104500.0,2019-12-30,                        İstanbulSancaktepe,İstanbul
                        1.6 TDi Comfortline,    İlk sahibinden bayandan titiz kullanilmis,2010,119000.0,                    Kırmızı,72000.0,2019-12-30,                        İzmirBalçova,İzmir
                        1.6 TDi Comfortline,    2011 1.6 TDİ POLO,2011,105500.0,                    Lacivert,53000.0,2019-12-30,                        HatayAntakya,Hatay
                        1.4 TDi Comfortline,    2016 MODEL ww POLO 1.4 DİZEL OTOMATİK COMFORT 87 BİN DE,2016,87000.0,                    Beyaz,107500.0,2019-12-31,                        IspartaMerkez,Isparta
                        1.4 Comfortline,    Hatasız Boyasız Değişensiz Tramersiz Dolu dolu POLO,2013,95000.0,                    Beyaz,81500.0,2019-12-31,                        TokatZile,Tokat
                        1.4 TDi Comfortline,    KOÇ MOTORS'DAN 2015 POLO 1.4TDI COMFORTLINE DSG 110.000KM'DE,2015,110000.0,                    Siyah,91000.0,2019-12-31,                        İstanbulBağcılar,İstanbul
                        1.4 Comfortline,    GALERİ AHMET'DEN 2011 MODEL POLO 1.4 COMFORTLİNE OTOMATİK VİTES,2011,90000.0,                    Beyaz,81000.0,2019-12-31,                        KonyaKaratay,Konya
                        1.4 Comfortline,    Sahibinden hatasız boyasız tramersiz bayandandan (SON 10 GÜN ),2010,114000.0,                    Beyaz,74500.0,2019-12-31,                        KayseriKocasinan,Kayseri
                        1.4 TSI GTi,    HATASIZ - KAYITSIZ FABRİKASYON TR'NİN EN DOLU STOCK GTİ,2013,89000.0,                    Beyaz,120000.0,2019-12-31,                        AntalyaMuratpaşa,Antalya
                        1.6 TDi Comfortline,    BC Polo Big Setup,2012,114000.0,                    Siyah,79000.0,2019-12-31,                        KocaeliKörfez,Kocaeli
                        1.6 TDi Comfortline,    2012-107.000 Km'de Polo 1.6 Tdi Comfortline,2012,107000.0,                    Beyaz,73900.0,2019-12-31,                        İstanbulBahçelievler,İstanbul
                        1.6 TDi Comfortline,    44 favoriye tşk son 15gün acil.TERTEMİZ DEĞİŞEN HASAR KAYDI YOK,2013,102000.0,                    Beyaz,85000.0,2019-12-31,                        TrabzonAkçaabat,Trabzon
                        1.4 Chrome Edition,    VOLKSWAGEN POLO 1.4 CHROME EDİTİON EN DOLUSU,2014,104250.0,                    Beyaz,61800.0,2019-12-31,                        AksarayMerkez,Aksaray
                        1.4 TDi Comfortline,    ERKA MOTORS TAN OTM DİZEL YILIN SON FIRSATI,2015,105500.0,                    Beyaz,87500.0,2019-12-31,                        İstanbulBağcılar,İstanbul
                        1.4 TDi Comfortline,    HASÖZLER den OTOMATİK POLO 2016 DİZEL 1.4 COMFORT,2016,92300.0,                    Beyaz,101000.0,2019-12-31,                        KonyaKaratay,Konya
                        1.6 TDi Comfortline,    2012 POLO 1.6TDİ 90HP COMFOTLİNE ÇELİK JANTLI EMSALSİZ KAZASIZ,2012,110000.0,                    Gümüş Gri,72500.0,2019-12-31,                        İstanbulKadıköy,İstanbul
                        1.2 Trendline,    Şahin otomobilden polo,2013,115000.0,                    Beyaz,62500.0,2019-12-31,                        AydınEfeler,Aydın
                        1.6 Highline,    temiz az km classic,2000,116000.0,                    Gri,38750.0,2019-12-31,                        TekirdağÇerkezköy,Tekirdağ
                        1.4 TDi Comfortline,    2016 model volkswagen polo 1.4 dizel otomatik comfortline,2016,95000.0,                    Beyaz,105750.0,2019-12-31,                        Hatayİskenderun,Hatay
                        1.2 TSI Comfortline,    Efsane sahalarda,2015,94000.0,                    Kırmızı,110000.0,2019-12-31,                        DenizliPamukkale,Denizli
                        1.4 Comfortline,    2012 MODEL VOLKSWAGEN POLO 1.4 COMFORTLİNE DSG OTOMATİK,2012,114500.0,                    Beyaz,79900.0,2020-01-01,                        BursaYıldırım,Bursa
                        1.2 TSI Comfortline,"    HATASIZ-BOYASIZ 2016 MODEL POLO 1,2 TSİ COMFORT BEYAZ MANUEL",2016,104000.0,                    Beyaz,82500.0,2020-01-01,                        MersinYenişehir,Mersin
                        1.4 TDi Comfortline,    2014 VOLKSWAGEN POLO DİZEL OTOMATİK BOYASIZ TRAMERSİZ 94.000 KM,2014,94000.0,                    Siyah,94000.0,2020-01-01,                        İstanbulBeylikdüzü,İstanbul
                        1.4 TDi Comfortline,    2014 VOLKSWAGEN POLO 1.4TDİBLUEMOTİON OTOMATİK BOYASIZ&DEĞİŞENSZ,2014,99000.0,                    Beyaz,95850.0,2020-01-01,                        DenizliPamukkale,Denizli
                        1.4 TDi Comfortline,    2016 WV POLO 1.4 TDI COMFORTLINE OTOMATİK,2016,88000.0,                    Beyaz,85900.0,2020-01-01,                        İstanbulBağcılar,İstanbul
                        1.4 TDi Comfortline,    AŞK OTO'DAN 2016 MODEL POLO 1.4TDI COMFORTLİNE DİZEL OTOMOTİK,2016,98000.0,                    Beyaz,99000.0,2020-01-01,                        İstanbulBağcılar,İstanbul
                        1.4 Comfortline,    VolksVagen poLo 1.4 ComfortLine BoyasıZ |2013,2013,88000.0,                    Beyaz,79500.0,2020-01-01,                        Gaziantepİslahiye,Gaziantep
                        1.4 TDi Trendline,    VW POLO 1.4 TDİ TRENDLİNE,2014,95000.0,                    Beyaz,76750.0,2020-01-01,                        BalıkesirKaresi,Balıkesir
                        1.4 Chrome Edition,    özel seri chrome edition düşük km 2ci sahibinden lpgli,2013,95000.0,                    Siyah,71000.0,2020-01-01,                        İzmirGüzelbahçe,İzmir
                        1.4 TDi Comfortline,    *OTOMATİK DİZEL* 2016 MODEL 1.4 TDI DSG,2016,88250.0,                    Beyaz,107500.0,2020-01-01,                        TrabzonAkçaabat,Trabzon
                        1.2 TDi Trendline,    SAHİBİNDEN DEĞİŞENSİZ EKSTRALI POLO 118750 KM,2013,118750.0,                    Beyaz,67000.0,2020-01-01,                        İstanbulFatih,İstanbul
                        1.4 Primeline,"    İlk sahibinden tertemiz cam gibi Polo 1.4 ,109 bin km de",2002,109000.0,                    Gümüş Gri,43000.0,2020-01-01,                        AdanaSeyhan,Adana
                        1.4 Chrome Edition,    SAHIBINDEN HATASIZ BOYASIZ,2013,98000.0,                    Beyaz,79500.0,2020-01-01,                        MersinErdemli,Mersin
                        1.2 TDi Trendline,    ARACIMIZ DUZ VITES VE DIZELDIR 4 CAM OTOMATİKDİR,2012,106000.0,                    Beyaz,42500.0,2020-01-01,                        İstanbulBağcılar,İstanbul
                        1.4 Chrome Edition,    VW POLO 1.4 CHROME EDİTİON 94.500 'DE HASAR KAYITSIZ,2013,94500.0,                    Beyaz,75250.0,2020-01-01,                        HatayKırıkhan,Hatay
                        1.2 TSI Comfortline,    Polo 2014 otomatik beyaz,2014,112870.0,                    Beyaz,87000.0,2020-01-01,                        Vanİpekyolu,Van
                        1.4 Trendline,"    sahibinden, 92 binde hatasiz polo",2004,92500.0,                    Gri,52500.0,2020-01-01,                        DenizliMerkezefendi,Denizli
                        1.2 TDi Trendline,    Arena MOTORSdan 2012 MODEL VW POLO 1.2 TDİ TRENDLİNE DİZEL,2012,90000.0,                    Beyaz,49750.0,2020-01-01,                        GaziantepŞehitkamil,Gaziantep
